frequency,amplitude
0.0,0.0
1.0000976657876746,0.01977334117923073
2.000195331575349,0.019110870927493542
3.0002929973630237,0.0033084111748588343
4.000390663150698,0.025788879065684382
5.000488328938372,0.019996986541147385
6.000585994726047,0.013610482706293104
7.000683660513722,0.02384434944584152
8.000781326301396,0.02200799380953904
9.00087899208907,0.024553467298012333
10.000976657876745,0.010632384634289876
11.00107432366442,0.007659279153046255
12.001171989452095,0.013417144819971603
13.001269655239769,0.015574561593979505
14.001367321027445,0.021164098350989122
15.001464986815119,0.06453913294836114
16.001562652602793,0.0044152211165986
17.001660318390467,0.007766435893868151
18.00175798417814,0.009722922906217317
19.001855649965815,0.047143679851895444
20.00195331575349,0.025214294117330883
21.002050981541167,0.02123041753382559
22.00214864732884,0.030771542987442488
23.002246313116515,0.008949215748915905
24.00234397890419,0.019822860454071962
25.002441644691864,0.031193578528677584
26.002539310479538,0.017337491365422304
27.002636976267212,0.00451506181342716
28.00273464205489,0.01855889841710457
29.002832307842564,0.002436492358444196
30.002929973630238,0.026236192301933095
31.003027639417912,0.023370540194626217
32.003125305205586,0.020008430412313895
33.003222970993264,0.0029525584302230335
34.003320636780934,0.04057475209069154
35.00341830256861,0.021327133588511182
36.00351596835628,0.02540275332397713
37.00361363414396,0.03300336850828471
38.00371129993163,0.005820877872606443
39.00380896571931,0.01790564282228251
40.00390663150698,0.008278686606966993
41.00400429729466,0.03229336534755629
42.004101963082334,0.01093705437856131
43.004199628870005,0.010052111436796626
44.00429729465768,0.016406660101440675
45.00439496044535,0.027199609158701264
46.00449262623303,0.013656754477520796
47.0045902920207,0.007001867446460635
48.00468795780838,0.025187713328776222
49.00478562359606,0.02154078757996598
50.00488328938373,0.022347274726841677
51.004980955171405,0.028468609358735842
52.005078620959075,0.016132769401737863
53.00517628674675,0.018603630337998972
54.005273952534424,0.008215877599189587
55.0053716183221,0.016031629971778268
56.00546928410978,0.01841781013636776
57.00556694989745,0.011038383586415223
58.00566461568513,0.017016635456305548
59.0057622814728,0.00566256065829727
60.005859947260475,0.028931851775510935
61.005957613048146,0.014824069971800989
62.006055278835824,0.011727098461346173
63.006152944623494,0.007217883467226772
64.00625061041117,0.0022845245170009447
65.00634827619885,0.013485264441885664
66.00644594198653,0.028735187349971054
67.00654360777419,0.011134403513641247
68.00664127356187,0.011108084092019991
69.00673893934955,0.006877970141297721
70.00683660513722,0.019203257916996157
71.00693427092489,0.010019780077391719
72.00703193671256,0.02371760456039233
73.00712960250024,0.03252879280203548
74.00722726828792,0.023273141472324357
75.0073249340756,0.012666816267752113
76.00742259986326,0.006865287590008638
77.00752026565094,0.011135703437248663
78.00761793143862,0.03537755624895623
79.0077155972263,0.023867301479288193
80.00781326301396,0.015366568708789333
81.00791092880164,0.01303901422152153
82.00800859458931,0.019952458422373056
83.00810626037699,0.013244346145749453
84.00820392616467,0.010507117675001003
85.00830159195233,0.013788243344762386
86.00839925774001,0.0119628015546792
87.00849692352769,0.011924041600386489
88.00859458931536,0.011022206764029261
89.00869225510304,0.0205450757689805
90.0087899208907,0.013865699815504062
91.00888758667838,0.013547616011103613
92.00898525246606,0.006850687311445733
93.00908291825374,0.015634282970794874
94.0091805840414,0.007649313961219398
95.00927824982908,0.028627166318396347
96.00937591561676,0.012012705332379317
97.00947358140444,0.015069183160833376
98.00957124719211,0.012182444892296423
99.00966891297978,0.015367224274479683
100.00976657876745,0.02400579257117273
101.00986424455513,0.021682317657329014
102.00996191034281,0.0015909813424400381
103.01005957613047,0.016083562259836974
104.01015724191815,0.011100308506806636
105.01025490770583,0.016719561828606757
106.0103525734935,0.01000696580258961
107.01045023928118,0.03355156283640284
108.01054790506885,0.01749575443847636
109.01064557085652,0.0279022021046196
110.0107432366442,0.040978249263464876
111.01084090243188,0.02142764482885069
112.01093856821956,0.015916965815809
113.01103623400722,0.006984884464314729
114.0111338997949,0.00660025708723301
115.01123156558258,0.01814924231629944
116.01132923137025,0.01109795837202225
117.01142689715792,0.028401047951293727
118.0115245629456,0.0456209528432114
119.01162222873327,0.011813612826789908
120.01171989452095,0.01981640121126586
121.01181756030863,0.004312637316968829
122.01191522609629,0.013461257638446123
123.01201289188397,0.014649675981178391
124.01211055767165,0.027076821985536646
125.01220822345933,0.016780083436986216
126.01230588924699,0.010038537015501206
127.01240355503467,0.024336415066888186
128.01250122082234,0.02101948195618414
129.01259888661002,0.02734962865921485
130.0126965523977,0.011443620689696848
131.01279421818538,0.013098540309832412
132.01289188397305,0.020757469117180693
133.0129895497607,0.01540867114028122
134.01308721554838,0.017704972737640958
135.01318488133606,0.011056152988843453
136.01328254712374,0.02334142032776065
137.01338021291141,0.011698906402021229
138.0134778786991,0.012492525996097122
139.01357554448677,0.0323747544342672
140.01367321027445,0.012163551329530647
141.01377087606213,0.019203793067339124
142.01386854184977,0.010316237460839608
143.01396620763745,0.016418349660012044
144.01406387342513,0.008545063354533516
145.0141615392128,0.013975419779388432
146.01425920500049,0.019771468691156455
147.01435687078816,0.003143697393274629
148.01445453657584,0.014276181612650159
149.01455220236352,0.01597112900226139
150.0146498681512,0.010172551588025576
151.01474753393884,0.0275164371864011
152.01484519972652,0.025874650439153435
153.0149428655142,0.011200897164748787
154.01504053130188,0.010219055635490616
155.01513819708956,0.016807181165579606
156.01523586287723,0.01890951575258881
157.0153335286649,0.016112261338609168
158.0154311944526,0.03248189684536203
159.01552886024027,0.009236337212052055
160.01562652602792,0.006878697329914967
161.0157241918156,0.019078246609999825
162.01582185760327,0.04401192633140137
163.01591952339095,0.012666267708591914
164.01601718917863,0.007303071735447596
165.0161148549663,0.017767872316431656
166.01621252075398,0.024908106680249117
167.01631018654166,0.016430529536108775
168.01640785232934,0.012032847469494692
169.01650551811701,0.012823580247907218
170.01660318390466,0.01511698655483287
171.01670084969234,0.020892496007964733
172.01679851548002,0.027263842005162887
173.0168961812677,0.014412556562198902
174.01699384705537,0.011384675553084703
175.01709151284305,0.02906301670267645
176.01718917863073,0.010548643002876796
